transaction_id,customer_name,region,industry_segment,product_sku,order_date,quantity,revenue_usd,sales_rep,notes
E0854B9B,GLOBAL PULP & PAPER INC,north-east,wood prod,KDT-4811,2024-07-07,151,204275.36,Daniel Taylor,Customer requested rush
AE07A1D8,  BlueRidge Manufacturing  ,intl,Chemical,KDT-6635,10/30/2024,26,3145.96,Karen Garcia,NEW ACCOUNT
1CF4BC48,Lakeside  Pulp  Mills,Southwest,food & bev,KDT-2584,2024-10-11,193,1252.07,Patricia Garcia,
0B27D1D5,BLUERIDGE MANUFACTURING,NE,F&B,KDT-3045,08/16/2024,23,1404.79,Mary Williams,
A2F90428,Pacific Recycling LL,NE,Recycling,KDT-7224,05/10/2024,169,18306.61,Robert Martin,follow up needed
CA28174D,BlueRidge  Manufacturing,Southeastern,Paper Products,KDT-5506,06/29/2024,10,11499.92,Barbara Miller,
BAC31498,Continental Packaging Group,Southwest,Food/Bev,KDT-1434,"Jul 02, 2024",167,9976.24,Joseph Thomas,
8332D3F0,Sequoia Wood Products,Northeastern,Timber,KDT-9785,12/21/2024,183,52227.0,Charles Lee,
072E3410,Global Pulp and Paper Inc,Southeast,Recycling,KDT-2584,2024-08-10,176,62474.28,John Hernandez,
1441CC46,Global Pulp & Paper Inc,Midwest,P&P,KDT-4811,"May 19, 2024",27,113560.26,Patricia Garcia,discount applied 10%
D4B0B222,Cascade Paper Products,Overseas,Waste Management,KDT-4257,07-Sep-2024,26,7944.34,Jennifer Hernandez,NEW ACCOUNT
9320A5C6,Global  Pulp  &  Paper  Inc,Pacific,Chem Proc,KDT-5333,12/13/2024,67,,Charles Jones,
B95E2F54,Global Pulp & Paper Inc,INTL,wood prod,KDT-6574,"May 16, 2024",47,179974.79,Susan Thomas,discount applied 10%
DCF95807,Global Pulp & Paper Inc,Middle West,Paper,KDT-6574,23/09/2024,24,289242.05,John Davis,
8BF1CF34,  Global Pulp & Paper Inc  ,north-east,wood prod,KDT-4150,05/26/2024,123,35209.68,Karen Brown,NEW ACCOUNT
8F8C815A,Acme  Industrial  Corp,Intl.,Minerals,KDT-2291,04-Jan-2024,11,6918.39,Jennifer Moore,Urgent order
A83B9861,Global Pulp & Paper Inc,south-west,Chemicals,KDT-1106,2024-03-09,87,123076.09,Linda Jackson,
87D6B5BB,Global Pulp & Paper In,western,mining,KDT-3045,15-May-2024,10,156014.35,Nancy Taylor,
068EFBE3,GLOBAL PULP & PAPER INC,North East,Wood,KDT-7924,17/06/2024,3,193587.1,Sarah Miller,
B4421D60,  Pacific Recycling LLC  ,NE,Timber,KDT-4811,"Jul 29, 2024",102,41069.34,Susan Anderson,
73F6FD56,  Pacific Recycling LLC  ,SE,Recyc.,KDT-2824,12/08/2024,182,14303.49,Michael Martinez,
792CFF0C,global pulp & paper inc,INTL,Chemical,KDT-9935,"Jun 18, 2024",126,138401.05,Robert Hernandez,NEW ACCOUNT
B8E874B3,MIDWEST STEEL WORKS,NE,mining,KDT-2519,2024-07-18,197,39316.63,Mary Hernandez,NEW ACCOUNT
503437AA,Tidewater Chemical Co,Southwest,Chemicals,KDT-8527,08/10/2024,187,16467.91,Linda Rodriguez,
469F735E,Prairie Grain Handlers,south east,Wood Products,KDT-5803,06-May-2024,157,10436.23,Daniel Jones,Urgent order
BB371796,global pulp & paper inc,Southwest,F&B,KDT-3286,2024-05-20,98,132790.18,Barbara Davis,Urgent order
F71864FC,Global Pulp & Paper Inc,Midwest,recycling,KDT-4257,18/09/2024,183,154899.29,Richard Johnson,
0931AB80,  Global Pulp & Paper Inc  ,Mid West,P&P,KDT-1488,13/06/2024,126,33711.12,Barbara Brown,
7E035B1D,Redwood Fiber Solutions,Overseas,food & bev,KDT-1106,03/07/2024,167,8207.99,Daniel Wilson,
4D9CCE1B,Sequoia Wood Products,INTL,MINING,KDT-2679,2024-11-04,140,13854.64,Barbara Taylor,Urgent order
92C3F531,Pacific  Recycling  LLC,Intl.,Food/Bev,KDT-1106,"Mar 06, 2024",162,9375.67,Jessica Williams,follow up needed
98CEEA57,global pulp & paper inc,West Coast,Wood,KDT-9928,2024-09-14,145,-283202.2867407948,Michael Wilson,follow up needed
06B50FF4,BlueRidge  Manufacturing,S.W.,Chem Proc,KDT-1711,08/02/2024,53,18282.6,Jennifer Martin,Urgent order
B5C96B63,Atlantic  Chemical  Partners,Mid-West,mining,KDT-6925,19/09/2024,142,953.51,Linda Johnson,discount applied 10%
E9303753,Global Pulp & Paper Incorporated,South East,Paper Products,KDT-9279,03/16/2024,137,30010.77,Susan Lee,Repeat customer
7B4ED8F3,global pulp & paper inc,S.W.,recycling,KDT-5012,2024-10-08,92,287485.94,David Garcia,Customer requested rush
13884B35,Tidewater Chemical Company,Intl.,wood prod,KDT-6881,10/25/2024,114,12371.03,David Miller,
6211B7BB,Continental Packaging Group,intl,Chemical,KDT-7912,"Jul 21, 2024",24,32637.75,Thomas Garcia,
5A2B8D59,Global Pulp & Paper Inc,MW,MINING,KDT-2291,02-Apr-2024,49,-158112.4643081492,John Anderson,Urgent order
AF8DF57C,Midwest  Steel  Works,Southeastern,pulp/paper,KDT-2679,"Jul 25, 2024",99,,James Johnson,
B21D1963,Global Pulp and Paper Inc,Northeast,pulp/paper,KDT-2139,14/03/2024,182,42639.93,Robert Taylor,
ADA34FD1,sequoia wood products,Southeast,Food/Bev,KDT-9785,06-Jun-2024,32,,Mary Brown,discount applied 10%
AFC2958F,Global Pulp & Paper Inc,NE,Chem Proc,KDT-7912,31/07/2024,168,164078.46,Joseph Brown,follow up needed
A3F1D2DE,Global Pulp & Paper Incorporated,Midwest,Food/Bev,KDT-9935,22/02/2024,22,50171.21,Nancy Jones,
0E7626A7,global pulp & paper inc,intl,Waste Management,KDT-9928,02/04/2024,27,113936.75,Sarah Lopez,Customer requested rush
BE6C3864,lakeside pulp mills,INTL,Recycle,KDT-3615,"Feb 09, 2024",185,11272.3,Sarah Williams,
41A01869,Northern Timber Co,SE,Chemical,KDT-4611,"May 22, 2024",109,11624.23,Jessica Lee,Repeat customer
9A266A2C,Global  Pulp  &  Paper  Inc,S.W.,Food and Beverage,KDT-2584,05-May-2024,59,286805.58,Daniel Anderson,discount applied 10%
8781CD44,Northern Timber Co,Midwest,Mining,KDT-1106,22-Apr-2024,122,8610.3,Patricia Johnson,Repeat customer
7DA57EF5,global pulp & paper inc,western,Mining & Extraction,KDT-4811,2024-03-12,192,259932.23,Robert Wilson,
A18FC879,BlueRidge Manufacturin,West,chem,KDT-1520,2024-01-28,38,9588.43,John Davis,
67C9A43A,acme industrial corp,SW,wood prod,KDT-5803,01/08/2024,121,24180.88,Richard Thomas,
49F6329F,Global  Pulp  &  Paper  Inc,Southeast,Chem Proc,KDT-2291,"Nov 24, 2024",142,63154.17,David Martin,discount applied 10%
1B0F72DB,GLOBAL PULP & PAPER INC,western,Mining & Extraction,KDT-7924,21-Mar-2024,15,83423.17,Jennifer Jackson,
E3D95E6F,Oakwood Materials In,Global,Chemicals,KDT-5012,27/08/2024,166,11308.32,David Brown,
967E3491,global pulp & paper inc,West,Pulp and Paper,KDT-1711,2024-06-20,194,190085.35,Michael Jackson,Urgent order
9EB7AD80,Continental Packaging Group,West,Food and Beverage,KDT-5506,2024-05-17,81,3494.72,Barbara Smith,Repeat customer
1307C510,Evergreen Forest Industries,Intl.,Mining,KDT-8359,"Sep 13, 2024",190,20736.03,Charles Jones,
7EEEBF95,Atlantic Chemical Partners,MW,MINING,KDT-3286,2024-10-27,184,5665.62,Michael Jones,
8E46CBCE,Tidewater Chemical Co,SW,recycling,KDT-1106,07-Nov-2024,111,"$11,638.49",Joseph Davis,Urgent order
3D24B7DB,  Tidewater Chemical Co  ,Northeast,mining,KDT-6881,2024-03-19,128,13794.15,Richard Garcia,Customer requested rush
40A5437E,GLOBAL PULP & PAPER INC,Southeastern,Chemical,KDT-6514,05/07/2024,196,98406.93,Robert Brown,
B961C423,Midwest Steel Works,INTL,Chemical,KDT-2519,26-May-2024,81,17078.5,Jessica Moore,follow up needed
23BC6D61,Global Pulp & Paper Inc,INTL,wood prod,KDT-2824,12/15/2024,27,267369.09,Jennifer Martin,NEW ACCOUNT
8FC37E18,Oakwood Materials Inc,south-west,wood prod,KDT-4527,2024-08-24,22,3709.39,Patricia Wilson,NEW ACCOUNT
FB240A2C,Global Pulp and Paper Inc,SW,Lumber,KDT-9935,11/06/2024,117,"$112,199.10",Robert Taylor,
2D4B951F,Companyntinental Packaging Group,North East,Chem Proc,KDT-4582,2024-01-17,55,13651.4,Jessica Rodriguez,Customer requested rush
6999CBCC,CONTINENTAL PACKAGING GROUP,Middle West,Chem Proc,KDT-7224,02/05/2024,172,5302.35,Jennifer Johnson,
51F52B3A,Sequoia Wood Products,south-west,chem,KDT-5803,06/01/2024,179,34799.69,Daniel Wilson,
4456B0A3,Pacific Recycling LLC,South East,Timber,KDT-2824,04/11/2024,118,40868.04,Sarah Hernandez,
4CDBBA08,Ironworks Heavy Equipment,SW,Lumber,KDT-9785,14-May-2024,25,"$13,242.30",Michael Anderson,discount applied 10%
109950BF,Heartland Processing Co,Overseas,Paper,KDT-1106,2024-04-20,78,5337.27,Charles Brown,follow up needed
11AC8221,Continental  Packaging  Group,S.W.,Recycling,KDT-1488,"Jul 29, 2024",110,18443.94,Karen Lee,
49EC1E13,Pacific Recycling LLC,Intl.,wood prod,KDT-2679,2024-12-03,27,19072.68,James Lee,NEW ACCOUNT
EEAFD399,GLOBAL PULP & PAPER INC,Global,food & bev,KDT-5506,15/11/2024,108,231729.61,Thomas Jackson,NEW ACCOUNT
4674F53E,  Global Pulp & Paper Inc  ,south-west,Paper,KDT-4811,04-Mar-2024,73,261922.45,David Martinez,NEW ACCOUNT
53ED0F9B,redwood fiber solutions,Mid West,wood prod,KDT-4611,31/07/2024,44,775.48,Jessica Davis,discount applied 10%
CDCF4515,Tidewater Chemical Co,western,MINING,KDT-4150,11/25/2024,104,5311.01,Charles Garcia,NEW ACCOUNT
F4BB6695,Global Pulp & Paper In,western,Timber,KDT-6881,03/05/2024,83,220401.84,John Smith,NEW ACCOUNT
4C88DE97,ACME INDUSTRIAL CORP,western,Paper Products,KDT-4150,03/19/2024,117,22536.86,Susan Garcia,Urgent order
83BFCA16,Summit Mining Enterprises,Global,Recycling,KDT-4257,2024-04-09,37,2520.87,Daniel Brown,
72CA3709,Midwest Steel Works,Southeast,P&P,KDT-1106,02/24/2024,101,26306.74,James Anderson,
0940449A,Midwest Steel Works,Middle West,Chemicals,KDT-1488,17/04/2024,3,27489.48,Daniel Lee,
86F23526,Global Pulp and Paper Inc,Pacific,Pulp and Paper,KDT-7224,26/06/2024,32,116197.37,James Jackson,
666B9D69,PACIFIC RECYCLING LLC,Southeast,Recycle,KDT-4811,2024-04-20,187,35216.48,Robert Rodriguez,Customer requested rush
43945B53,Midwest Steel Work,midwest,Lumber,KDT-5552,27-Jun-2024,103,40494.59,David Garcia,Urgent order
FFECFA1B,BLUERIDGE MANUFACTURING,Pacific,Recycle,KDT-4582,"May 23, 2024",111,18615.48,Jessica Lee,Customer requested rush
0CDF587E,Lakeside Pulp Mills,West Coast,Recycling,KDT-3547,11/06/2024,9,9991.51,David Martin,NEW ACCOUNT
B7075DF9,Global  Pulp  &  Paper  Inc,midwest,Pulp & Paper,KDT-1488,26/11/2024,110,253506.91,Susan Davis,
853B0D07,GLOBAL PULP & PAPER INC,North East,Wood Products,KDT-6925,15/03/2024,55,124384.09,Richard Davis,discount applied 10%
52B0411E,GLOBAL PULP & PAPER INC,West Coast,wood prod,KDT-7201,2024-04-18,147,99399.26,Jessica Anderson,Repeat customer
DF61DF4C,  Lakeside Pulp Mills  ,North East,Chemical Processing,KDT-9935,"Jan 26, 2024",44,3837.02,Daniel Wilson,Urgent order
06ADBFA2,Northern Timber Co,north-east,Recycle,KDT-7924,2024-11-25,137,3983.7,Mary Hernandez,
8E650561,Global Pulp & Paper Incorporated,Mid-West,Chemical Processing,KDT-6881,31/07/2024,127,45910.17,Joseph Martinez,follow up needed
412D97D4,Midwest Steel Works,Northeast,Mining,KDT-2824,03/03/2024,27,28101.5,Jessica Davis,
90DE0474,Global  Pulp  &  Paper  Inc,Northeastern,Paper,KDT-5506,2024-07-07,13,224398.19,John Rodriguez,Repeat customer
3A8BDAFC,blueridge manufacturing,S.E.,Chemical Processing,KDT-2424,13/07/2024,38,16748.29,Jessica Thomas,
78A06409,Pacific Recycling LLC,Middle West,Chemicals,KDT-3286,01/09/2024,197,13071.28,John Lopez,discount applied 10%
E087F954,Meridian Engineering Services,International,P&P,KDT-5012,11/27/2024,4,2952.6,Thomas Wilson,Urgent order
777572BF,Midwest  Steel  Works,Mid-West,Lumber,KDT-3045,10/29/2024,130,16164.42,Robert Davis,Repeat customer
1F1D553B,Global Pulp & Paper Inc,Southeast,Recyc.,KDT-1520,13/11/2024,148,147304.66,Robert Thomas,
43F7EA34,Evergreen Forest Industries,S.W.,Chemical,KDT-1434,2024-08-23,141,6212.87,Jessica Miller,
DE0C9E15,Global Pulp & Paper Inc,Northeast,Lumber,KDT-4150,"Jun 19, 2024",50,141179.91,Joseph Garcia,
3194377F,Global Pulp & Paper In,Northeastern,Mining,KDT-4811,2024-09-22,14,191293.63,Daniel Rodriguez,Urgent order
ABCDFDBA,Global Pulp & Paper Inc,south-west,Pulp and Paper,KDT-4150,25/04/2024,127,47587.87,Michael Lopez,Customer requested rush
C88657B7,Cascade  Paper  Products,Overseas,Chemical,KDT-5803,01/02/2024,44,7549.04,John Garcia,
60394348,Global Pulp & Paper Inc,Midwest,mining,KDT-4657,01/07/2024,174,148094.79,James Lee,Repeat customer
CD1F301A,  Sequoia Wood Products  ,Northeast,pulp/paper,KDT-2291,07/09/2024,59,45665.75,Jennifer Jones,
7828631B,Global Pulp & Paper Inc,West Coast,Lumber,KDT-1434,20/06/2024,118,,Susan Martinez,Repeat customer
6BF35A2D,Sequoia Wood Products,Overseas,Wood Products,KDT-7912,"Nov 01, 2024",57,59113.89,Robert Lopez,follow up needed
BA0D3855,Acme Industrial Corp,Southeastern,Pulp and Paper,KDT-3615,2024-12-22,71,17353.18,Karen Thomas,discount applied 10%
6F42E1BD,Global Pulp & Paper Inc,western,recycling,KDT-2535,2024-06-27,149,277241.7,Richard Lee,
1F85667B,Global Pulp & Paper Inc,SW,Chemicals,KDT-7224,26/06/2024,160,148041.26,Jennifer Martinez,follow up needed
8F7CA56A,Global Pulp & Paper Inc,Mid West,Pulp & Paper,KDT-2674,08/01/2024,2,245873.11,James Johnson,Customer requested rush
B9D4376B,Global  Pulp  &  Paper  Inc,Southeast,Timber,KDT-7912,09/14/2024,111,268273.08,John Martinez,Urgent order
D56F6EF5,Acme Industrial Cor,south-west,Chemical Processing,KDT-1434,07/05/2024,153,26924.71,Daniel Anderson,Repeat customer
A747E00C,Lakeside Pulp Mills,W,recycling,KDT-3286,12/04/2024,146,2982.52,Thomas Jackson,
BFCF8463,Global  Pulp  &  Paper  Inc,South West,Food/Bev,KDT-4527,11/08/2024,110,267478.34,Jessica Thomas,
3F1B543B,sequoia wood products,West Coast,Minerals,KDT-2519,03/08/2024,33,6541.71,Daniel Martinez,
2348CCA8,  Evergreen Forest Industries  ,western,Pulp & Paper,KDT-5012,25/07/2024,167,9288.62,Nancy Brown,Customer requested rush
5B5430AA,Northern Timber Co,Overseas,Wood Products,KDT-5803,02/01/2024,133,8577.39,Sarah Jones,Urgent order
96DC456F,Sequoia Wood Products,International,chem,KDT-5803,03/20/2024,30,-49636.87973044886,Robert Lee,
C85578B5,Pacific  Recycling  LLC,south-west,Pulp & Paper,KDT-7873,"Feb 23, 2024",124,13355.63,Linda Jackson,Customer requested rush
E6D46517,Lakeside Pulp Mills,Southeastern,Pulp and Paper,KDT-7912,12/02/2024,44,10837.82,Karen Miller,follow up needed
A22D02FF,  Midwest Steel Works  ,Middle West,Recyc.,KDT-3615,2024-02-21,119,14139.44,Jessica Jones,
A1302C76,Global Pulp & Paper Inc,intl,wood prod,KDT-3547,2024-07-18,91,53006.32,Thomas Thomas,Customer requested rush
C07491CD,Acme  Industrial  Corp,South East,wood prod,KDT-3615,13-Sep-2024,17,6059.97,Robert Lopez,
B880A7E2,Global Pulp & Paper In,midwest,Paper Products,KDT-6514,"Mar 12, 2024",121,221865.38,Jennifer Martin,discount applied 10%
28615E33,Heartland Processing Co,West Coast,food & bev,KDT-7924,2024-03-07,12,,Jennifer Davis,
DEBAF617,Redwood Fiber Solutions,INTL,Pulp and Paper,KDT-4150,"Dec 13, 2024",194,6198.47,John Johnson,
67F358D8,Global Pulp & Paper Inc,West,mining,KDT-2679,"Feb 07, 2024",97,29536.2,Daniel Jackson,Urgent order
55E1496C,Global Pulp & Paper Inc,INTL,chem,KDT-2535,2024-12-13,150,,Patricia Miller,
42A6E66C,Lakeside Pulp Mills,West,Recycle,KDT-2291,03-Jul-2024,128,13909.13,Michael Martin,follow up needed
E1112EA7,MIDWEST STEEL WORKS,south-west,Lumber,KDT-4657,13-Oct-2024,21,16801.09,Charles Martinez,
567B6E21,Global Pulp & Paper Inc,South East,Recyc.,KDT-6925,03/11/2024,18,84347.88,Jennifer Martinez,
1E11CC6F,Pacific  Recycling  LLC,midwest,Food & Beverage,KDT-2584,2024-09-22,150,13108.51,David Smith,
96EA0825,Global Pulp & Paper Inc,SE,Food/Bev,KDT-1750,2024-06-20,61,92948.27,Daniel Lee,
F2934740,Global Pulp and Paper Inc,N.E.,Chemicals,KDT-4257,2024-08-01,27,"$38,998.46",Charles Davis,Repeat customer
82FF1F8C,Global Pulp & Paper Inc,S.E.,Food and Beverage,KDT-2291,2024-04-26,142,105019.07,Joseph Wilson,
00855827,GLOBAL PULP & PAPER INC,West Coast,Recycle,KDT-8359,"Mar 11, 2024",15,140040.62,John Martin,
ACA8CFFB,Global Pulp & Paper Inc,INTL,Pulp & Paper,KDT-5012,10/01/2024,113,231029.27,Mary Hernandez,Repeat customer
6FBA576D,Companyntinental Packaging Group,Southwest,Wood Products,KDT-4657,29/05/2024,140,33774.15,Susan Davis,follow up needed
CFC90FF2,Cascade Paper Product,S.E.,recycling,KDT-5803,09-Oct-2024,129,21458.45,Susan Anderson,
F7706774,Midwest  Steel  Works,South East,wood prod,KDT-4582,2024-03-11,96,5761.65,Robert Johnson,Urgent order
0B65A9FF,BlueRidge Manufacturing,Southwest,recycling,KDT-5333,"Aug 20, 2024",77,13982.85,John Johnson,Customer requested rush
EC2F167D,Oakwood Materials Inc,Southwest,Mining & Extraction,KDT-3615,01/10/2024,169,5769.27,Mary Martinez,
84A1D8E5,Pacific Recycling L.L.C.,Mid West,Mining,KDT-8359,14-Jan-2024,112,17636.21,Mary Brown,discount applied 10%
C01EA7C8,Global  Pulp  &  Paper  Inc,south-west,food & bev,KDT-4733,13-Dec-2024,67,223600.55,Joseph Thomas,Urgent order
39697961,GLOBAL PULP & PAPER INC,S.E.,recycling,KDT-6635,"Dec 15, 2024",10,23226.61,Susan Rodriguez,Customer requested rush
1DC22432,Ironworks Heavy Equipment,Intl.,Recycle,KDT-3547,"Nov 07, 2024",5,15679.63,Thomas Johnson,Repeat customer
C4B29E00,Midwest Steel Works,North East,food & bev,KDT-4611,2024-04-21,113,36170.6,David Rodriguez,follow up needed
555CDBAE,Global Pulp & Paper In,NE,Paper Products,KDT-5506,03/16/2024,176,197789.14,Thomas Martin,Repeat customer
A82DF67A,Global Pulp & Paper Incorporated,Midwest,Timber,KDT-2584,2024-02-01,154,222482.68,Patricia Williams,discount applied 10%
8017E1BF,Global Pulp and Paper Inc,Middle West,Chemical Processing,KDT-3045,"May 01, 2024",73,163934.61,Richard Lee,Repeat customer
78FA61CA,Global Pulp & Paper Incorporated,West,mining,KDT-5506,29/11/2024,39,134735.25,James Brown,
7770D5D0,Global Pulp & Paper Inc,south east,Food & Beverage,KDT-7201,09/17/2024,98,107768.07,John Williams,Urgent order
4253093B,Northern Timber Company,West,Food & Beverage,KDT-1711,"Nov 18, 2024",169,12057.23,Thomas Hernandez,Customer requested rush
916871BD,Global Pulp & Paper Inc,south east,Recycling,KDT-5803,05/04/2024,114,182154.99,Jessica Lopez,
F2A7E701,Global Pulp and Paper Inc,south east,Chemicals,KDT-6635,07/04/2024,138,162404.5,Jessica Martin,
B3C042CC,CONTINENTAL PACKAGING GROUP,south-west,F&B,KDT-6635,"Jun 23, 2024",162,30436.98,Michael Garcia,follow up needed
4E860436,  Acme Industrial Corp  ,International,Mining,KDT-5552,2024-05-14,177,5049.2,John Jones,discount applied 10%
EE4AE762,Prairie Grain Handlers,Overseas,mining,KDT-9935,04/08/2024,87,9692.23,Nancy Brown,
B06BF442,Global Pulp & Paper In,south-west,Recyc.,KDT-5803,08/17/2024,188,280191.88,Daniel Moore,
7871E23A,Global Pulp & Paper In,south-west,Recyc.,KDT-1488,30-Oct-2024,185,21126.8,Patricia Davis,Customer requested rush
5EF0D08B,Midwest Steel Works,western,recycling,KDT-3615,22/09/2024,194,4564.23,Robert Johnson,Urgent order
DE357A90,Global Pulp & Paper Inc,MW,Paper,KDT-4257,"Nov 11, 2024",113,97878.81,Jennifer Martinez,Customer requested rush
847E136A,tidewater chemical co,NE,food & bev,KDT-1750,04/28/2024,8,16796.35,Mary Jackson,discount applied 10%
247B4426,Ironworks Heavy Equipment,western,Lumber,KDT-7224,01/14/2024,117,1311.19,Patricia Brown,follow up needed
10B5AB4C,Sequoia Wood Products,intl,Paper,KDT-3286,02/14/2024,187,-39347.90121155558,Jennifer Moore,Repeat customer
60ACC971,GLOBAL PULP & PAPER INC,intl,Recycling,KDT-5552,2024-09-19,181,197870.23,Richard Miller,discount applied 10%
3635C4DE,Summit Mining Enterprise,NE,Minerals,KDT-3615,01/19/2024,173,8252.87,Sarah Jones,follow up needed
65826FAE,Lakeside Pulp Mill,N.E.,Wood,KDT-2824,"May 24, 2024",18,11594.75,Nancy Miller,
ABB7D0B3,Global Pulp and Paper Inc,Southeastern,Recyc.,KDT-7224,11/10/2024,77,214146.64,Barbara Taylor,follow up needed
3591DF56,Ironworks Heavy Equipment,NE,Paper,KDT-6574,"Jul 01, 2024",84,8204.81,Jessica Brown,
0D4053FE,Midwest Steel Works,INTL,Chem Proc,KDT-1711,"Feb 28, 2024",176,15309.02,Barbara Rodriguez,discount applied 10%
B2FA552D,Global Pulp & Paper Incorporated,Intl.,Chem Proc,KDT-3547,"Jul 28, 2024",103,260403.07,Mary Rodriguez,follow up needed
7BA5D6EB,Cascade Paper Products,S.E.,Minerals,KDT-4582,2024-01-24,158,8653.0,Robert Lee,discount applied 10%
3BD98CD1,Acme Industrial Corp,Mid West,Paper Products,KDT-5012,13-Jul-2024,54,21249.25,Michael Garcia,discount applied 10%
2A7738A9,Global Pulp & Paper Inc,midwest,Minerals,KDT-4150,05/28/2024,4,"$222,614.01",James Moore,
05386E43,Midwest Steel Works,NE,Wood,KDT-5506,22/01/2024,192,34066.97,Joseph Wilson,
FF70E0A1,Lakeside Pulp Mils,intl,Chemical Processing,KDT-2824,13-Feb-2024,155,13667.6,Patricia Martin,NEW ACCOUNT
82A1B44E,Global Pulp & Paper Inc,West,recycling,KDT-4527,06/08/2024,26,190795.18,Daniel Taylor,NEW ACCOUNT
F0E86955,  Global Pulp & Paper Inc  ,Middle West,food & bev,KDT-9279,"Jul 27, 2024",5,45326.33,Joseph Lopez,discount applied 10%
31942B66,Cascade Paper Products,south east,Recyc.,KDT-6635,2024-10-22,165,11046.18,Robert Williams,
019C7204,PACIFIC RECYCLING LLC,south east,Food and Beverage,KDT-7224,07-Sep-2024,195,11673.83,Sarah Rodriguez,NEW ACCOUNT
DCED93FD,Global Pulp and Paper Inc,Southwest,Recycle,KDT-1750,18-Mar-2024,126,114794.98,Richard Davis,Repeat customer
41FF6FBF,MIDWEST STEEL WORKS,north-east,Wood Products,KDT-3615,10/11/2024,194,,Charles Brown,
C2A10422,  Global Pulp & Paper Inc  ,Southeastern,Food and Beverage,KDT-2424,28-Feb-2024,108,265726.83,Barbara Brown,NEW ACCOUNT
5C9DF409,Tidewater Chemical Co,West Coast,F&B,KDT-7912,12/12/2024,134,16109.74,Nancy Lopez,discount applied 10%
D748A811,continental packaging group,S.E.,Lumber,KDT-2824,17/04/2024,107,19012.53,Sarah Williams,
411A2548,  Global Pulp & Paper Inc  ,Midwest,pulp/paper,KDT-4527,21-Dec-2024,41,-72174.40077412262,Karen Davis,Repeat customer
3A58B30C,Companyntinental Packaging Group,West Coast,Waste Management,KDT-4733,"May 20, 2024",66,35095.87,Michael Williams,
58502F00,Global Pulp and Paper Inc,NE,food & bev,KDT-3045,"May 23, 2024",85,226256.93,Daniel Lee,Customer requested rush
FE5AC485,  Sequoia Wood Products  ,SE,Pulp and Paper,KDT-4582,2024-11-11,158,56495.43,Jennifer Taylor,
C43892CB,  Global Pulp & Paper Inc  ,south-west,recycling,KDT-2519,2024-01-27,62,273162.79,Joseph Wilson,follow up needed
E98A631B,Global Pulp and Paper Inc,SE,Timber,KDT-6925,06/11/2024,112,256901.65,Sarah Rodriguez,
8C40B54E,Pacific Recycling L.L.C.,South West,Lumber,KDT-4582,27-Jun-2024,144,21364.06,Michael Wilson,Repeat customer
CAF6330B,Global Pulp & Paper Inc,W,pulp/paper,KDT-7873,06/01/2024,25,231072.63,David Moore,
1F39C545,Companyntinental Packaging Group,Northeastern,Timber,KDT-4257,2024-05-20,147,3535.71,Sarah Lee,follow up needed
C870EC4B,MIDWEST STEEL WORKS,North East,pulp/paper,KDT-6925,11/27/2024,181,21445.07,Robert Williams,NEW ACCOUNT
94965AC2,Meridian Engineering Services,Midwest,Food/Bev,KDT-2535,15-Aug-2024,189,,Richard Garcia,
E2FAE28C,Cascade Paper Products,Southwest,Pulp and Paper,KDT-1750,08-Jan-2024,38,9215.28,John Garcia,follow up needed
1BADD1CC,global pulp & paper inc,intl,Paper,KDT-4257,18-Dec-2024,90,191600.36,Thomas Martin,
EB463874,northern timber co,International,mining,KDT-5333,2024-02-29,197,5999.53,James Miller,Repeat customer
677A3577,Midwest Steel Work,INTL,Wood,KDT-7873,2024-05-06,98,37475.81,Jennifer Rodriguez,
0FCA4CAE,Northern Timber Co,South East,Recyc.,KDT-1434,2024-04-06,126,5444.26,Susan Lopez,discount applied 10%
F397D51F,midwest steel works,Pacific,MINING,KDT-5557,28/03/2024,54,27701.64,Charles Jackson,Customer requested rush
BF1A6BD3,Global Pulp & Paper Incorporated,Northeast,F&B,KDT-6514,05/12/2024,120,238388.37,Susan Martin,NEW ACCOUNT
BFE38149,Summit Mining Enterprise,Midwest,MINING,KDT-6514,14/06/2024,87,8460.03,Patricia Garcia,Repeat customer
2395CC5B,  Global Pulp & Paper Inc  ,western,food & bev,KDT-5803,"Apr 05, 2024",188,151393.6,Linda Rodriguez,Repeat customer
B517333C,Continental Packaging Group,West,Chem Proc,KDT-4733,24/07/2024,148,19381.2,James Garcia,discount applied 10%
92B16891,Global  Pulp  &  Paper  Inc,S.E.,Mining & Extraction,KDT-7201,01/11/2024,14,104214.41,Barbara Jones,Repeat customer
7DF36B63,Midwest Steel Works,South East,Recycling,KDT-1488,01/01/2024,53,9211.82,Linda Jones,discount applied 10%
704FBBFA,OAKWOOD MATERIALS INC,S.W.,Lumber,KDT-5803,09/01/2024,121,5645.35,Thomas Davis,
7163188C,Global Pulp & Paper Inc,Middle West,Lumber,KDT-1711,"Mar 09, 2024",137,-109258.12364667992,Sarah Martin,
6BF951C6,Global Pulp & Paper Inc,West,food & bev,KDT-1750,"Apr 30, 2024",20,191598.46,Robert Taylor,Urgent order
D0FA1036,Global Pulp & Paper In,south east,mining,KDT-7873,"Feb 17, 2024",173,104598.96,Mary Rodriguez,NEW ACCOUNT
